패배,2022-04-07 16:48:06
승리,2022-04-07 16:48:09
패배,2022-04-07 16:48:13
무승부,2022-04-07 16:48:14
무승부,2022-04-07 16:55:40
패배,2022-04-07 16:55:41
승리,2022-04-07 16:55:41
승리,2022-04-07 16:55:42
패배,2022-04-07 16:55:42
승리,2022-04-07 16:55:43
무승부,2022-04-07 16:55:44
